site_id,well_id,cell_type,dataset,experiment,plate,well,site,well_type,sirna,sirna_id,split1
U2OS-03_1_N11_1,U2OS-03_1_N11,U2OS,train,U2OS-03,1,N11,1,treatment,s28390,1008,valid
U2OS-03_1_N11_2,U2OS-03_1_N11,U2OS,train,U2OS-03,1,N11,2,treatment,s28390,1008,valid
U2OS-03_1_N12_1,U2OS-03_1_N12,U2OS,train,U2OS-03,1,N12,1,treatment,s28737,366,test
U2OS-03_1_N12_2,U2OS-03_1_N12,U2OS,train,U2OS-03,1,N12,2,treatment,s28737,366,test
U2OS-03_1_N13_1,U2OS-03_1_N13,U2OS,train,U2OS-03,1,N13,1,treatment,s27612,611,test
U2OS-03_1_N13_2,U2OS-03_1_N13,U2OS,train,U2OS-03,1,N13,2,treatment,s27612,611,valid
U2OS-03_1_N14_1,U2OS-03_1_N14,U2OS,train,U2OS-03,1,N14,1,treatment,s28361,5,test
U2OS-03_1_N14_2,U2OS-03_1_N14,U2OS,train,U2OS-03,1,N14,2,treatment,s28361,5,test
U2OS-03_1_N15_1,U2OS-03_1_N15,U2OS,train,U2OS-03,1,N15,1,treatment,s224238,258,valid
U2OS-03_1_N15_2,U2OS-03_1_N15,U2OS,train,U2OS-03,1,N15,2,treatment,s224238,258,valid
U2OS-03_1_N16_1,U2OS-03_1_N16,U2OS,train,U2OS-03,1,N16,1,treatment,s27323,112,valid
U2OS-03_1_N16_2,U2OS-03_1_N16,U2OS,train,U2OS-03,1,N16,2,treatment,s27323,112,test
U2OS-03_1_N17_1,U2OS-03_1_N17,U2OS,train,U2OS-03,1,N17,1,treatment,s29340,1031,test
U2OS-03_1_N17_2,U2OS-03_1_N17,U2OS,train,U2OS-03,1,N17,2,treatment,s29340,1031,test
U2OS-03_1_N18_1,U2OS-03_1_N18,U2OS,train,U2OS-03,1,N18,1,treatment,s28764,238,test
U2OS-03_1_N18_2,U2OS-03_1_N18,U2OS,train,U2OS-03,1,N18,2,treatment,s28764,238,test
U2OS-03_1_N19_1,U2OS-03_1_N19,U2OS,train,U2OS-03,1,N19,1,treatment,s29334,40,train
U2OS-03_1_N19_2,U2OS-03_1_N19,U2OS,train,U2OS-03,1,N19,2,treatment,s29334,40,test
U2OS-03_1_N20_1,U2OS-03_1_N20,U2OS,train,U2OS-03,1,N20,1,treatment,s27042,708,valid
U2OS-03_1_N20_2,U2OS-03_1_N20,U2OS,train,U2OS-03,1,N20,2,treatment,s27042,708,test
U2OS-03_1_N21_1,U2OS-03_1_N21,U2OS,train,U2OS-03,1,N21,1,treatment,s29345,765,test
U2OS-03_1_N21_2,U2OS-03_1_N21,U2OS,train,U2OS-03,1,N21,2,treatment,s29345,765,test
U2OS-03_1_N22_1,U2OS-03_1_N22,U2OS,train,U2OS-03,1,N22,1,treatment,s27980,1102,test
U2OS-03_1_N22_2,U2OS-03_1_N22,U2OS,train,U2OS-03,1,N22,2,treatment,s27980,1102,test
U2OS-03_1_N23_1,U2OS-03_1_N23,U2OS,train,U2OS-03,1,N23,1,treatment,s27049,1006,test
U2OS-03_1_N23_2,U2OS-03_1_N23,U2OS,train,U2OS-03,1,N23,2,treatment,s27049,1006,test
U2OS-03_1_O02_1,U2OS-03_1_O02,U2OS,train,U2OS-03,1,O02,1,treatment,s28170,622,test
U2OS-03_1_O02_2,U2OS-03_1_O02,U2OS,train,U2OS-03,1,O02,2,treatment,s28170,622,valid
U2OS-03_1_O03_1,U2OS-03_1_O03,U2OS,train,U2OS-03,1,O03,1,treatment,s27606,162,train
U2OS-03_1_O03_2,U2OS-03_1_O03,U2OS,train,U2OS-03,1,O03,2,treatment,s27606,162,test
U2OS-03_1_O04_1,U2OS-03_1_O04,U2OS,train,U2OS-03,1,O04,1,treatment,s29111,460,valid
U2OS-03_1_O04_2,U2OS-03_1_O04,U2OS,train,U2OS-03,1,O04,2,treatment,s29111,460,test
U2OS-03_1_O05_1,U2OS-03_1_O05,U2OS,train,U2OS-03,1,O05,1,treatment,s26997,762,valid
U2OS-03_1_O05_2,U2OS-03_1_O05,U2OS,train,U2OS-03,1,O05,2,treatment,s26997,762,test
U2OS-03_1_O06_1,U2OS-03_1_O06,U2OS,train,U2OS-03,1,O06,1,treatment,s29280,439,test
U2OS-03_1_O06_2,U2OS-03_1_O06,U2OS,train,U2OS-03,1,O06,2,treatment,s29280,439,test
U2OS-03_1_O07_1,U2OS-03_1_O07,U2OS,train,U2OS-03,1,O07,1,treatment,s29057,537,test
U2OS-03_1_O07_2,U2OS-03_1_O07,U2OS,train,U2OS-03,1,O07,2,treatment,s29057,537,train
U2OS-03_1_O08_1,U2OS-03_1_O08,U2OS,train,U2OS-03,1,O08,1,treatment,s28672,94,valid
U2OS-03_1_O08_2,U2OS-03_1_O08,U2OS,train,U2OS-03,1,O08,2,treatment,s28672,94,test
U2OS-03_1_O09_1,U2OS-03_1_O09,U2OS,train,U2OS-03,1,O09,1,treatment,s28026,341,train
U2OS-03_1_O09_2,U2OS-03_1_O09,U2OS,train,U2OS-03,1,O09,2,treatment,s28026,341,test
U2OS-03_1_O10_1,U2OS-03_1_O10,U2OS,train,U2OS-03,1,O10,1,treatment,s27660,113,test
U2OS-03_1_O10_2,U2OS-03_1_O10,U2OS,train,U2OS-03,1,O10,2,treatment,s27660,113,test
U2OS-03_1_O11_1,U2OS-03_1_O11,U2OS,train,U2OS-03,1,O11,1,treatment,s28548,1015,test
U2OS-03_1_O11_2,U2OS-03_1_O11,U2OS,train,U2OS-03,1,O11,2,treatment,s28548,1015,test
U2OS-03_1_O12_1,U2OS-03_1_O12,U2OS,train,U2OS-03,1,O12,1,treatment,s28715,361,train
U2OS-03_1_O12_2,U2OS-03_1_O12,U2OS,train,U2OS-03,1,O12,2,treatment,s28715,361,test
U2OS-03_1_O13_1,U2OS-03_1_O13,U2OS,train,U2OS-03,1,O13,1,treatment,s28794,195,test
U2OS-03_1_O13_2,U2OS-03_1_O13,U2OS,train,U2OS-03,1,O13,2,treatment,s28794,195,test
U2OS-03_1_O14_1,U2OS-03_1_O14,U2OS,train,U2OS-03,1,O14,1,treatment,s29535,399,valid
U2OS-03_1_O14_2,U2OS-03_1_O14,U2OS,train,U2OS-03,1,O14,2,treatment,s29535,399,test
U2OS-03_1_O15_1,U2OS-03_1_O15,U2OS,train,U2OS-03,1,O15,1,treatment,s223847,360,valid
U2OS-03_1_O15_2,U2OS-03_1_O15,U2OS,train,U2OS-03,1,O15,2,treatment,s223847,360,test
U2OS-03_1_O16_1,U2OS-03_1_O16,U2OS,train,U2OS-03,1,O16,1,treatment,s27017,274,valid
U2OS-03_1_O16_2,U2OS-03_1_O16,U2OS,train,U2OS-03,1,O16,2,treatment,s27017,274,test
U2OS-03_1_O17_1,U2OS-03_1_O17,U2OS,train,U2OS-03,1,O17,1,treatment,s28303,798,test
U2OS-03_1_O17_2,U2OS-03_1_O17,U2OS,train,U2OS-03,1,O17,2,treatment,s28303,798,test
U2OS-03_1_O18_1,U2OS-03_1_O18,U2OS,train,U2OS-03,1,O18,1,treatment,s28801,6,test
U2OS-03_1_O18_2,U2OS-03_1_O18,U2OS,train,U2OS-03,1,O18,2,treatment,s28801,6,test
U2OS-03_1_O19_1,U2OS-03_1_O19,U2OS,train,U2OS-03,1,O19,1,treatment,s28120,764,train
U2OS-03_1_O19_2,U2OS-03_1_O19,U2OS,train,U2OS-03,1,O19,2,treatment,s28120,764,test
U2OS-03_1_O20_1,U2OS-03_1_O20,U2OS,train,U2OS-03,1,O20,1,treatment,s224191,1065,test
U2OS-03_1_O20_2,U2OS-03_1_O20,U2OS,train,U2OS-03,1,O20,2,treatment,s224191,1065,valid
U2OS-03_1_O21_1,U2OS-03_1_O21,U2OS,train,U2OS-03,1,O21,1,treatment,s28675,301,train
U2OS-03_1_O21_2,U2OS-03_1_O21,U2OS,train,U2OS-03,1,O21,2,treatment,s28675,301,test
U2OS-03_1_O22_1,U2OS-03_1_O22,U2OS,train,U2OS-03,1,O22,1,treatment,s195210,757,test
U2OS-03_1_O22_2,U2OS-03_1_O22,U2OS,train,U2OS-03,1,O22,2,treatment,s195210,757,test
U2OS-03_1_O23_1,U2OS-03_1_O23,U2OS,train,U2OS-03,1,O23,1,treatment,s29303,831,test
U2OS-03_1_O23_2,U2OS-03_1_O23,U2OS,train,U2OS-03,1,O23,2,treatment,s29303,831,test
U2OS-03_2_B03_1,U2OS-03_2_B03,U2OS,train,U2OS-03,2,B03,1,treatment,s36529,216,test
U2OS-03_2_B03_2,U2OS-03_2_B03,U2OS,train,U2OS-03,2,B03,2,treatment,s36529,216,train
U2OS-03_2_B04_1,U2OS-03_2_B04,U2OS,train,U2OS-03,2,B04,1,treatment,s37433,381,train
U2OS-03_2_B04_2,U2OS-03_2_B04,U2OS,train,U2OS-03,2,B04,2,treatment,s37433,381,test
U2OS-03_2_B05_1,U2OS-03_2_B05,U2OS,train,U2OS-03,2,B05,1,treatment,s38917,303,test
U2OS-03_2_B05_2,U2OS-03_2_B05,U2OS,train,U2OS-03,2,B05,2,treatment,s38917,303,test
U2OS-03_2_B06_1,U2OS-03_2_B06,U2OS,train,U2OS-03,2,B06,1,treatment,s37040,951,valid
U2OS-03_2_B06_2,U2OS-03_2_B06,U2OS,train,U2OS-03,2,B06,2,treatment,s37040,951,train
U2OS-03_2_B07_1,U2OS-03_2_B07,U2OS,train,U2OS-03,2,B07,1,treatment,s39458,562,test
U2OS-03_2_B07_2,U2OS-03_2_B07,U2OS,train,U2OS-03,2,B07,2,treatment,s39458,562,test
U2OS-03_2_B08_1,U2OS-03_2_B08,U2OS,train,U2OS-03,2,B08,1,treatment,s36853,429,test
U2OS-03_2_B08_2,U2OS-03_2_B08,U2OS,train,U2OS-03,2,B08,2,treatment,s36853,429,test
U2OS-03_2_B09_1,U2OS-03_2_B09,U2OS,train,U2OS-03,2,B09,1,treatment,s224958,709,train
U2OS-03_2_B09_2,U2OS-03_2_B09,U2OS,train,U2OS-03,2,B09,2,treatment,s224958,709,test
U2OS-03_2_B10_1,U2OS-03_2_B10,U2OS,train,U2OS-03,2,B10,1,treatment,s38988,717,test
U2OS-03_2_B10_2,U2OS-03_2_B10,U2OS,train,U2OS-03,2,B10,2,treatment,s38988,717,test
U2OS-03_2_B11_1,U2OS-03_2_B11,U2OS,train,U2OS-03,2,B11,1,treatment,s38314,857,train
U2OS-03_2_B11_2,U2OS-03_2_B11,U2OS,train,U2OS-03,2,B11,2,treatment,s38314,857,test
U2OS-03_2_B12_1,U2OS-03_2_B12,U2OS,train,U2OS-03,2,B12,1,treatment,s39356,1078,test
U2OS-03_2_B12_2,U2OS-03_2_B12,U2OS,train,U2OS-03,2,B12,2,treatment,s39356,1078,valid
U2OS-03_2_B13_1,U2OS-03_2_B13,U2OS,train,U2OS-03,2,B13,1,treatment,s37799,95,test
U2OS-03_2_B13_2,U2OS-03_2_B13,U2OS,train,U2OS-03,2,B13,2,treatment,s37799,95,valid
U2OS-03_2_B14_1,U2OS-03_2_B14,U2OS,train,U2OS-03,2,B14,1,treatment,s36544,781,train
U2OS-03_2_B14_2,U2OS-03_2_B14,U2OS,train,U2OS-03,2,B14,2,treatment,s36544,781,test
U2OS-03_2_B15_1,U2OS-03_2_B15,U2OS,train,U2OS-03,2,B15,1,treatment,s38087,732,valid
U2OS-03_2_B15_2,U2OS-03_2_B15,U2OS,train,U2OS-03,2,B15,2,treatment,s38087,732,test
U2OS-03_2_B16_1,U2OS-03_2_B16,U2OS,train,U2OS-03,2,B16,1,treatment,s37471,357,valid
U2OS-03_2_B16_2,U2OS-03_2_B16,U2OS,train,U2OS-03,2,B16,2,treatment,s37471,357,test
U2OS-03_2_B17_1,U2OS-03_2_B17,U2OS,train,U2OS-03,2,B17,1,treatment,s39246,754,test
U2OS-03_2_B17_2,U2OS-03_2_B17,U2OS,train,U2OS-03,2,B17,2,treatment,s39246,754,test
U2OS-03_2_B18_1,U2OS-03_2_B18,U2OS,train,U2OS-03,2,B18,1,treatment,s39161,975,test
U2OS-03_2_B18_2,U2OS-03_2_B18,U2OS,train,U2OS-03,2,B18,2,treatment,s39161,975,valid
U2OS-03_2_B19_1,U2OS-03_2_B19,U2OS,train,U2OS-03,2,B19,1,treatment,s36151,751,test
U2OS-03_2_B19_2,U2OS-03_2_B19,U2OS,train,U2OS-03,2,B19,2,treatment,s36151,751,test
U2OS-03_2_B20_1,U2OS-03_2_B20,U2OS,train,U2OS-03,2,B20,1,treatment,s224921,2,test
U2OS-03_2_B20_2,U2OS-03_2_B20,U2OS,train,U2OS-03,2,B20,2,treatment,s224921,2,test
U2OS-03_2_B21_1,U2OS-03_2_B21,U2OS,train,U2OS-03,2,B21,1,treatment,s35991,1040,train
U2OS-03_2_B21_2,U2OS-03_2_B21,U2OS,train,U2OS-03,2,B21,2,treatment,s35991,1040,test
U2OS-03_2_B22_1,U2OS-03_2_B22,U2OS,train,U2OS-03,2,B22,1,treatment,s224960,47,test
U2OS-03_2_B22_2,U2OS-03_2_B22,U2OS,train,U2OS-03,2,B22,2,treatment,s224960,47,test
U2OS-03_2_B23_1,U2OS-03_2_B23,U2OS,train,U2OS-03,2,B23,1,treatment,s224933,752,test
U2OS-03_2_B23_2,U2OS-03_2_B23,U2OS,train,U2OS-03,2,B23,2,treatment,s224933,752,test
U2OS-03_2_C02_1,U2OS-03_2_C02,U2OS,train,U2OS-03,2,C02,1,treatment,s36560,100,train
U2OS-03_2_C02_2,U2OS-03_2_C02,U2OS,train,U2OS-03,2,C02,2,treatment,s36560,100,test
U2OS-03_2_C03_1,U2OS-03_2_C03,U2OS,train,U2OS-03,2,C03,1,positive_control,s4165,1123,test
U2OS-03_2_C03_2,U2OS-03_2_C03,U2OS,train,U2OS-03,2,C03,2,positive_control,s4165,1123,test
U2OS-03_2_C04_1,U2OS-03_2_C04,U2OS,train,U2OS-03,2,C04,1,treatment,s36386,724,test
U2OS-03_2_C04_2,U2OS-03_2_C04,U2OS,train,U2OS-03,2,C04,2,treatment,s36386,724,test
U2OS-03_2_C05_1,U2OS-03_2_C05,U2OS,train,U2OS-03,2,C05,1,treatment,s224902,353,test
U2OS-03_2_C05_2,U2OS-03_2_C05,U2OS,train,U2OS-03,2,C05,2,treatment,s224902,353,test
U2OS-03_2_C06_1,U2OS-03_2_C06,U2OS,train,U2OS-03,2,C06,1,treatment,s39296,483,test
U2OS-03_2_C06_2,U2OS-03_2_C06,U2OS,train,U2OS-03,2,C06,2,treatment,s39296,483,train
U2OS-03_2_C07_1,U2OS-03_2_C07,U2OS,train,U2OS-03,2,C07,1,positive_control,s12279,1110,test
U2OS-03_2_C07_2,U2OS-03_2_C07,U2OS,train,U2OS-03,2,C07,2,positive_control,s12279,1110,test
U2OS-03_2_C08_1,U2OS-03_2_C08,U2OS,train,U2OS-03,2,C08,1,treatment,s36426,376,train
U2OS-03_2_C08_2,U2OS-03_2_C08,U2OS,train,U2OS-03,2,C08,2,treatment,s36426,376,test
U2OS-03_2_C09_1,U2OS-03_2_C09,U2OS,train,U2OS-03,2,C09,1,treatment,s36550,851,train
U2OS-03_2_C09_2,U2OS-03_2_C09,U2OS,train,U2OS-03,2,C09,2,treatment,s36550,851,test
U2OS-03_2_C10_1,U2OS-03_2_C10,U2OS,train,U2OS-03,2,C10,1,treatment,s38598,1002,test
U2OS-03_2_C10_2,U2OS-03_2_C10,U2OS,train,U2OS-03,2,C10,2,treatment,s38598,1002,test
U2OS-03_2_C11_1,U2OS-03_2_C11,U2OS,train,U2OS-03,2,C11,1,positive_control,s3887,1122,test
U2OS-03_2_C11_2,U2OS-03_2_C11,U2OS,train,U2OS-03,2,C11,2,positive_control,s3887,1122,valid
U2OS-03_2_C12_1,U2OS-03_2_C12,U2OS,train,U2OS-03,2,C12,1,treatment,s39258,934,test
U2OS-03_2_C12_2,U2OS-03_2_C12,U2OS,train,U2OS-03,2,C12,2,treatment,s39258,934,test
U2OS-03_2_C13_1,U2OS-03_2_C13,U2OS,train,U2OS-03,2,C13,1,treatment,s39380,654,test
U2OS-03_2_C13_2,U2OS-03_2_C13,U2OS,train,U2OS-03,2,C13,2,treatment,s39380,654,test
U2OS-03_2_C14_1,U2OS-03_2_C14,U2OS,train,U2OS-03,2,C14,1,treatment,s37122,434,test
U2OS-03_2_C14_2,U2OS-03_2_C14,U2OS,train,U2OS-03,2,C14,2,treatment,s37122,434,valid
U2OS-03_2_C15_1,U2OS-03_2_C15,U2OS,train,U2OS-03,2,C15,1,positive_control,s5459,1135,test
U2OS-03_2_C15_2,U2OS-03_2_C15,U2OS,train,U2OS-03,2,C15,2,positive_control,s5459,1135,test
U2OS-03_2_C16_1,U2OS-03_2_C16,U2OS,train,U2OS-03,2,C16,1,treatment,s39061,1098,test
U2OS-03_2_C16_2,U2OS-03_2_C16,U2OS,train,U2OS-03,2,C16,2,treatment,s39061,1098,test
U2OS-03_2_C17_1,U2OS-03_2_C17,U2OS,train,U2OS-03,2,C17,1,treatment,s37601,1064,valid
U2OS-03_2_C17_2,U2OS-03_2_C17,U2OS,train,U2OS-03,2,C17,2,treatment,s37601,1064,test
U2OS-03_2_C18_1,U2OS-03_2_C18,U2OS,train,U2OS-03,2,C18,1,treatment,s36915,563,valid
U2OS-03_2_C18_2,U2OS-03_2_C18,U2OS,train,U2OS-03,2,C18,2,treatment,s36915,563,test
U2OS-03_2_C19_1,U2OS-03_2_C19,U2OS,train,U2OS-03,2,C19,1,positive_control,s8645,1137,test
U2OS-03_2_C19_2,U2OS-03_2_C19,U2OS,train,U2OS-03,2,C19,2,positive_control,s8645,1137,test
U2OS-03_2_C20_1,U2OS-03_2_C20,U2OS,train,U2OS-03,2,C20,1,treatment,s37793,965,valid
U2OS-03_2_C20_2,U2OS-03_2_C20,U2OS,train,U2OS-03,2,C20,2,treatment,s37793,965,test
U2OS-03_2_C21_1,U2OS-03_2_C21,U2OS,train,U2OS-03,2,C21,1,treatment,s224963,22,valid
U2OS-03_2_C21_2,U2OS-03_2_C21,U2OS,train,U2OS-03,2,C21,2,treatment,s224963,22,valid
U2OS-03_2_C22_1,U2OS-03_2_C22,U2OS,train,U2OS-03,2,C22,1,positive_control,s501295,1124,test
U2OS-03_2_C22_2,U2OS-03_2_C22,U2OS,train,U2OS-03,2,C22,2,positive_control,s501295,1124,test
U2OS-03_2_C23_1,U2OS-03_2_C23,U2OS,train,U2OS-03,2,C23,1,treatment,s36468,856,test
U2OS-03_2_C23_2,U2OS-03_2_C23,U2OS,train,U2OS-03,2,C23,2,treatment,s36468,856,test
U2OS-03_2_D02_1,U2OS-03_2_D02,U2OS,train,U2OS-03,2,D02,1,treatment,s36819,952,test
U2OS-03_2_D02_2,U2OS-03_2_D02,U2OS,train,U2OS-03,2,D02,2,treatment,s36819,952,test
U2OS-03_2_D03_1,U2OS-03_2_D03,U2OS,train,U2OS-03,2,D03,1,treatment,s37382,263,valid
U2OS-03_2_D03_2,U2OS-03_2_D03,U2OS,train,U2OS-03,2,D03,2,treatment,s37382,263,test
U2OS-03_2_D04_1,U2OS-03_2_D04,U2OS,train,U2OS-03,2,D04,1,treatment,s37668,887,test
U2OS-03_2_D04_2,U2OS-03_2_D04,U2OS,train,U2OS-03,2,D04,2,treatment,s37668,887,valid
U2OS-03_2_D05_1,U2OS-03_2_D05,U2OS,train,U2OS-03,2,D05,1,treatment,s38273,1003,test
U2OS-03_2_D05_2,U2OS-03_2_D05,U2OS,train,U2OS-03,2,D05,2,treatment,s38273,1003,valid
U2OS-03_2_D06_1,U2OS-03_2_D06,U2OS,train,U2OS-03,2,D06,1,treatment,s195432,896,train
U2OS-03_2_D06_2,U2OS-03_2_D06,U2OS,train,U2OS-03,2,D06,2,treatment,s195432,896,test
U2OS-03_2_D07_1,U2OS-03_2_D07,U2OS,train,U2OS-03,2,D07,1,treatment,s36629,409,test
U2OS-03_2_D07_2,U2OS-03_2_D07,U2OS,train,U2OS-03,2,D07,2,treatment,s36629,409,test
U2OS-03_2_D08_1,U2OS-03_2_D08,U2OS,train,U2OS-03,2,D08,1,treatment,s38808,789,test
U2OS-03_2_D08_2,U2OS-03_2_D08,U2OS,train,U2OS-03,2,D08,2,treatment,s38808,789,valid
U2OS-03_2_D09_1,U2OS-03_2_D09,U2OS,train,U2OS-03,2,D09,1,treatment,s36323,206,test
U2OS-03_2_D09_2,U2OS-03_2_D09,U2OS,train,U2OS-03,2,D09,2,treatment,s36323,206,test
U2OS-03_2_D10_1,U2OS-03_2_D10,U2OS,train,U2OS-03,2,D10,1,treatment,s37808,132,test
U2OS-03_2_D10_2,U2OS-03_2_D10,U2OS,train,U2OS-03,2,D10,2,treatment,s37808,132,train
U2OS-03_2_D11_1,U2OS-03_2_D11,U2OS,train,U2OS-03,2,D11,1,treatment,s39538,423,train
U2OS-03_2_D11_2,U2OS-03_2_D11,U2OS,train,U2OS-03,2,D11,2,treatment,s39538,423,valid
U2OS-03_2_D12_1,U2OS-03_2_D12,U2OS,train,U2OS-03,2,D12,1,treatment,s37979,735,test
U2OS-03_2_D12_2,U2OS-03_2_D12,U2OS,train,U2OS-03,2,D12,2,treatment,s37979,735,valid
U2OS-03_2_D13_1,U2OS-03_2_D13,U2OS,train,U2OS-03,2,D13,1,treatment,s38018,996,test
U2OS-03_2_D13_2,U2OS-03_2_D13,U2OS,train,U2OS-03,2,D13,2,treatment,s38018,996,test
U2OS-03_2_D14_1,U2OS-03_2_D14,U2OS,train,U2OS-03,2,D14,1,treatment,s36691,529,test
U2OS-03_2_D14_2,U2OS-03_2_D14,U2OS,train,U2OS-03,2,D14,2,treatment,s36691,529,test
U2OS-03_2_D15_1,U2OS-03_2_D15,U2OS,train,U2OS-03,2,D15,1,treatment,s36227,175,train
U2OS-03_2_D15_2,U2OS-03_2_D15,U2OS,train,U2OS-03,2,D15,2,treatment,s36227,175,test
U2OS-03_2_D16_1,U2OS-03_2_D16,U2OS,train,U2OS-03,2,D16,1,treatment,s200549,111,test
U2OS-03_2_D16_2,U2OS-03_2_D16,U2OS,train,U2OS-03,2,D16,2,treatment,s200549,111,valid
U2OS-03_2_D17_1,U2OS-03_2_D17,U2OS,train,U2OS-03,2,D17,1,treatment,s36156,957,test
U2OS-03_2_D17_2,U2OS-03_2_D17,U2OS,train,U2OS-03,2,D17,2,treatment,s36156,957,train
U2OS-03_2_D18_1,U2OS-03_2_D18,U2OS,train,U2OS-03,2,D18,1,treatment,s36921,915,test
U2OS-03_2_D18_2,U2OS-03_2_D18,U2OS,train,U2OS-03,2,D18,2,treatment,s36921,915,test
U2OS-03_2_D19_1,U2OS-03_2_D19,U2OS,train,U2OS-03,2,D19,1,treatment,s36596,41,test
U2OS-03_2_D19_2,U2OS-03_2_D19,U2OS,train,U2OS-03,2,D19,2,treatment,s36596,41,valid
U2OS-03_2_D20_1,U2OS-03_2_D20,U2OS,train,U2OS-03,2,D20,1,treatment,s39443,874,test
U2OS-03_2_D20_2,U2OS-03_2_D20,U2OS,train,U2OS-03,2,D20,2,treatment,s39443,874,test
U2OS-03_2_D21_1,U2OS-03_2_D21,U2OS,train,U2OS-03,2,D21,1,treatment,s39299,1035,valid
U2OS-03_2_D21_2,U2OS-03_2_D21,U2OS,train,U2OS-03,2,D21,2,treatment,s39299,1035,train
U2OS-03_2_D22_1,U2OS-03_2_D22,U2OS,train,U2OS-03,2,D22,1,treatment,s38190,729,valid
U2OS-03_2_D22_2,U2OS-03_2_D22,U2OS,train,U2OS-03,2,D22,2,treatment,s38190,729,test
U2OS-03_2_D23_1,U2OS-03_2_D23,U2OS,train,U2OS-03,2,D23,1,treatment,s36460,1044,train
U2OS-03_2_D23_2,U2OS-03_2_D23,U2OS,train,U2OS-03,2,D23,2,treatment,s36460,1044,test
U2OS-03_2_E02_1,U2OS-03_2_E02,U2OS,train,U2OS-03,2,E02,1,treatment,s37827,414,test
U2OS-03_2_E02_2,U2OS-03_2_E02,U2OS,train,U2OS-03,2,E02,2,treatment,s37827,414,test
U2OS-03_2_E03_1,U2OS-03_2_E03,U2OS,train,U2OS-03,2,E03,1,treatment,s39402,761,test
U2OS-03_2_E03_2,U2OS-03_2_E03,U2OS,train,U2OS-03,2,E03,2,treatment,s39402,761,test
U2OS-03_2_E04_1,U2OS-03_2_E04,U2OS,train,U2OS-03,2,E04,1,treatment,s36243,571,valid
U2OS-03_2_E04_2,U2OS-03_2_E04,U2OS,train,U2OS-03,2,E04,2,treatment,s36243,571,valid
U2OS-03_2_E05_1,U2OS-03_2_E05,U2OS,train,U2OS-03,2,E05,1,treatment,s224965,299,test
U2OS-03_2_E05_2,U2OS-03_2_E05,U2OS,train,U2OS-03,2,E05,2,treatment,s224965,299,train
U2OS-03_2_E06_1,U2OS-03_2_E06,U2OS,train,U2OS-03,2,E06,1,treatment,s224940,722,test
U2OS-03_2_E06_2,U2OS-03_2_E06,U2OS,train,U2OS-03,2,E06,2,treatment,s224940,722,valid
U2OS-03_2_E07_1,U2OS-03_2_E07,U2OS,train,U2OS-03,2,E07,1,treatment,s37050,726,valid
U2OS-03_2_E07_2,U2OS-03_2_E07,U2OS,train,U2OS-03,2,E07,2,treatment,s37050,726,test
U2OS-03_2_E08_1,U2OS-03_2_E08,U2OS,train,U2OS-03,2,E08,1,treatment,s38193,404,test
U2OS-03_2_E08_2,U2OS-03_2_E08,U2OS,train,U2OS-03,2,E08,2,treatment,s38193,404,test
U2OS-03_2_E09_1,U2OS-03_2_E09,U2OS,train,U2OS-03,2,E09,1,treatment,s38956,228,test
U2OS-03_2_E09_2,U2OS-03_2_E09,U2OS,train,U2OS-03,2,E09,2,treatment,s38956,228,valid
U2OS-03_2_E10_1,U2OS-03_2_E10,U2OS,train,U2OS-03,2,E10,1,treatment,s37951,93,test
U2OS-03_2_E10_2,U2OS-03_2_E10,U2OS,train,U2OS-03,2,E10,2,treatment,s37951,93,test
U2OS-03_2_E11_1,U2OS-03_2_E11,U2OS,train,U2OS-03,2,E11,1,treatment,s37424,1080,valid
U2OS-03_2_E11_2,U2OS-03_2_E11,U2OS,train,U2OS-03,2,E11,2,treatment,s37424,1080,test
U2OS-03_2_E12_1,U2OS-03_2_E12,U2OS,train,U2OS-03,2,E12,1,treatment,s39366,600,train
U2OS-03_2_E12_2,U2OS-03_2_E12,U2OS,train,U2OS-03,2,E12,2,treatment,s39366,600,test
U2OS-03_2_E13_1,U2OS-03_2_E13,U2OS,train,U2OS-03,2,E13,1,treatment,s38494,927,valid
U2OS-03_2_E13_2,U2OS-03_2_E13,U2OS,train,U2OS-03,2,E13,2,treatment,s38494,927,test
U2OS-03_2_E14_1,U2OS-03_2_E14,U2OS,train,U2OS-03,2,E14,1,treatment,s37581,502,train
U2OS-03_2_E14_2,U2OS-03_2_E14,U2OS,train,U2OS-03,2,E14,2,treatment,s37581,502,test
U2OS-03_2_E15_1,U2OS-03_2_E15,U2OS,train,U2OS-03,2,E15,1,treatment,s36595,913,test
U2OS-03_2_E15_2,U2OS-03_2_E15,U2OS,train,U2OS-03,2,E15,2,treatment,s36595,913,test
U2OS-03_2_E16_1,U2OS-03_2_E16,U2OS,train,U2OS-03,2,E16,1,treatment,s36038,558,valid
U2OS-03_2_E16_2,U2OS-03_2_E16,U2OS,train,U2OS-03,2,E16,2,treatment,s36038,558,test
U2OS-03_2_E17_1,U2OS-03_2_E17,U2OS,train,U2OS-03,2,E17,1,treatment,s37691,327,valid
U2OS-03_2_E17_2,U2OS-03_2_E17,U2OS,train,U2OS-03,2,E17,2,treatment,s37691,327,test
U2OS-03_2_E18_1,U2OS-03_2_E18,U2OS,train,U2OS-03,2,E18,1,treatment,s39464,466,train
U2OS-03_2_E18_2,U2OS-03_2_E18,U2OS,train,U2OS-03,2,E18,2,treatment,s39464,466,test
